name,slug,color1,color2,landing,app,docs,codebase,blog,twitter,discord,telegram,description
Range Protocol,range-protocol,#C875CF,,https://www.rangeprotocol.com,https://app.rangeprotocol.com,https://range-protocol.gitbook.io,https://github.com/Range-Protocol,https://rangeprotocol.medium.com,https://twitter.com/Range_Protocol,,,
SyncSwap,syncswap,#B4B8FF,,https://syncswap.xyz,https://syncswap.xyz,https://syncswap.gitbook.io/syncswap,https://github.com/syncswap,https://mirror.xyz/0x000002c34bAE6DD7BeC72AcbA6aAAC1e01A359De,https://twitter.com/syncswap,https://discord.com/invite/syncswap,,
Izumi,izumi,#297FFF,,https://izumi.finance,https://izumi.finance,https://docs.izumi.finance,https://github.com/IzumiFinance,https://izumi-finance.medium.com,https://twitter.com/izumi_Finance,https://discord.com/invite/izumifinance,https://t.me/iZUMi_Finance_Channel,
Ambient,ambient,#8A89F1,,https://ambient.finance,https://ambient.finance/trade,https://docs.ambient.finance,https://github.com/CrocSwap,https://crocswap.medium.com,https://twitter.com/ambient_finance,https://discord.com/invite/ambient-finance,,
Apex Protocol,apex-protocol,#FED702,,https://www.apex.exchange,https://pro.apex.exchange,https://apex-pro.gitbook.io/apex-pro?lang=en-US,https://github.com/ApeX-Protocol,https://www.apex.exchange/blog,https://twitter.com/OfficialApeXdex,https://discord.com/invite/366Puqavwx,https://t.me/ApeXdex,
Spark,spark,#F58013,,https://spark.fi,https://app.spark.fi,https://docs.spark.fi,https://github.com/marsfoundation,https://blog.makerdao.com,https://twitter.com/sparkdotfi,https://discord.com/invite/sparkdao,,
Silo Finance,silo-finance,#000000,,https://www.silo.finance,https://app.silo.finance,https://devdocs.silo.finance,https://github.com/silo-finance,https://silofinance.medium.com,https://twitter.com/SiloFinance,https://discord.com/invite/silo-finance,,
Aftermath Finance,aftermath-finance,#000000,,https://aftermath.finance,https://aftermath.finance/trade,https://docs.aftermath.finance,https://github.com/Aftermathfinance,,https://twitter.com/aftermathfi,https://discord.com/invite/KvVCAauXk5,,
Wombat Exchange,wombat-exchange,#655455,,https://wombat.exchange,https://app.wombat.exchange,https://docs.wombat.exchange/docs,https://github.com/wombat-exchange,https://medium.com/@wombatexchange,https://twitter.com/WombatExchange,https://discord.com/invite/wombat,https://t.me/WombatExchange,
Agave,agave,#2bab8a,,https://agavefinance.eth.limo,https://agavefinance.eth.limo,https://agavedev.notion.site/agavedev/Agave-Docs-a0cb462422b941d89a6dc646cdb1bdf8,https://github.com/Agave-DAO,,https://twitter.com/Agave_lending,https://discord.com/invite/Bsuqe76QPm,https://t.me/Agave1Hive,
Seamless Protocol,seamless-protocol,#000000,,https://seamlessprotocol.com,https://app.seamlessprotocol.com,https://docs.seamlessprotocol.com,https://github.com/seamless-protocol,,https://twitter.com/seamlessfi,https://discord.com/invite/Uye9jCVgUp,https://t.me/seamless_protocol,
Kinza Finance,kinza-finance,#EABD3D,,https://kinza.finance,https://kinza.finance,https://docs.kinza.finance,https://github.com/Kinza-Finance,https://kinzafinance.medium.com,https://twitter.com/kinzafinance,https://discord.com/invite/JFXTEp8Nub,https://t.me/kinza_finance,
Lendle,lendle,#9E77ED,,https://lendle.xyz,https://app.lendle.xyz,https://docs.lendle.xyz,https://github.com/lendle-xyz,https://lendle-xyz.medium.com,https://twitter.com/lendlexyz,https://discord.com/invite/wWNbcMnjSE,,
ZeroLend,zerolend,#000000,,https://zerolend.xyz,https://app.zerolend.xyz,https://docs.zerolend.xyz,https://github.com/zerolend,,https://twitter.com/zerolendxyz,https://discord.com/invite/zerolend,,
Layerbank,Layerbank,#000000,,https://layerbank.finance,https://manta.layerbank.finance,https://docs.layerbank.finance,https://github.com/layerbank,https://mirror.xyz/0x9f55e251abe51CbFadd06Ca0f4E5DCA0d0CeC20E,https://twitter.com/LayerBankFi,https://discord.com/invite/egEsB8WMhf,,
